food_name,query,alternate_query_inbox,kroger_upc,product_grams,product_uri,product_local_price,product_categories,product_sold_by_unit
seasoning,seasoning,,2460001058.0,212.62,/p/morton-nature-s-seasons-seasoning-blend/0002460001058?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.69,Baking Goods,7.5 oz
taco blend cheese,taco blend cheese,,1111050176.0,226.796,/p/kroger-nacho-taco-blend-shredded-cheese/0001111050176?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Dairy,8 oz
frozen mixed vegetables,frozen mixed vegetables,,1111086585.0,907.184,/p/kroger-meal-ready-sides-frozen-vegetables-mixed/0001111086585?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Frozen,32 oz
chives,chives,,1111001813.0,14.17475,/p/simple-truth-organic-chives/0001111001813?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Produce,.5 oz
red enchilada sauce,red enchilada sauce,,1111013904.0,793.786,/p/kroger-mild-red-enchilada-sauce/0001111013904?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,International,28 oz
15 bean soup mix,15 bean soup mix,,2520000113.0,566.99,/p/hurst-s-hambeens-regular-15-bean-soup/0002520000113?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,"Pasta, Sauces, Grain",20 oz
coconut oil,coconut oil,,1111013797.0,816.0,/p/kroger-pure-coconut-oil/0001111013797?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,11.79,Baking Goods,30 fl oz
portobello mushroom caps,portobello mushroom caps,,1111091492.0,226.796,/p/whole-portobello-mushrooms/0001111091492?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Produce,8 oz
french rolls,french rolls,,7304015410.0,524.47,/p/francisco-international-french-sandwich-rolls/0007304015410?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Bakery,6 pc / 18.5 oz
provolone cheese slices,provolone cheese slices,,1111050534.0,340.194,/p/kroger-smoke-flavored-provolone-sliced-cheese/0001111050534?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Dairy,16 slices / 12 oz
fresh mustard greens,fresh mustard greens,,4616.0,340.0,/p/curly-mustard-greens/0000000004616?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,Produce,1 ct
cooked lentils,cooked lentils,,1111012108.0,425.2425,/p/simple-truth-organic-lentils/0001111012108?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.25,Canned & Packaged,15 oz
mashed potatoes,mashed potatoes,,1111085295.0,389.81,/p/kroger-instant-mashed-potatoes/0001111085295?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Canned & Packaged,13.75 oz
pie crust,pie crust,,1111004366.0,453.592,/p/kroger-deep-dish-ready-to-bake-pie-crusts/0001111004366?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.29,Frozen,2 ct / 16 oz
yukon gold potato,yukon gold potato,,1111091871.0,2267.96,/p/kroger-yukon-gold-potatoes/0001111091871?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,Produce,5 lb
baby bella mushrooms,baby bella mushrooms,,1111062467.0,680.388,/p/kroger-whole-mushrooms-baby-bella-big-deal-/0001111062467?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.99,Produce,24 oz
baby carrots,baby carrots,,1111018251.0,1360.776,/p/kroger-carrots-baby-cut-bag-big-deal-/0001111018251?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Produce,3 lb
fresh broccoli,fresh broccoli,,3082.0,453.592,/p/broccoli-crowns/0000000003082?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,Produce,1 lb
purple cabbage,purple cabbage,,4554.0,453.592,/p/red-cabbage/0000000004554?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.29,Produce,1 lb
shredded brussels sprouts,shredded brussels sprouts,,4550.0,453.592,/p/brussels-sprouts-order-by-the-pound/0000000004550?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Produce,1 lb
d'anjou pear,d'anjou pear,,4417.0,453.592,/p/fresh-large-d-anjou-red-pear-each/0000000004417?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Produce, Produce",1 lb
rice paper wrappers,rice paper wrappers,,71146401581.0,133.24265,/p/blue-dragon-spring-roll-wrappers/0071146401581?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.29,International,4.7 oz
red leaf lettuce,red leaf lettuce,,4075.0,300.0,/p/red-leaf-lettuce/0000000004075?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Produce,1 ct
bean threads,bean threads,,,,,,,
mango,mango,,4959.0,336.0,/p/large-mangos/0000000004959?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.5,Produce,1 ct
imitation crab meat,imitation crab meat,,1111061834.0,453.592,/p/kroger-flake-style-crab-select-imitation-crab-meat/0001111061834?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.79,Meat & Seafood,16 oz
smooth natural peanut butter,smooth natural peanut butter,,,,,,,
sriracha hot sauce,sriracha hot sauce,,1111087588.0,481.9415,/p/kroger-sriracha-sauce/0001111087588?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,"International, Condiment & Sauces",17 oz
panko breadcrumbs,panko breadcrumbs,,1111012936.0,226.796,/p/private-selection-traditional-panko-bread-crumbs/0001111012936?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.59,Baking Goods,8 oz
large flour tortillas,large flour tortillas,,7373107200.0,1133.98,/p/mission-large-flour-burrito-tortillas/0007373107200?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.99,"International, Bakery",16 ct / 40 oz
Sriracha,Sriracha,,1111013136.0,910.866,/p/kroger-sriracha-hot-chili-sauce/0001111013136?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,International,28 oz
popcorn kernels,popcorn kernels,,1111003542.0,850.485,/p/kroger-yellow-popcorn-kernels/0001111003542?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Snacks,30 oz
nutritional yeast,nutritional yeast,,1111009081.0,127.57275,/p/simple-truth-nutritional-yeast/0001111009081?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,Natural & Organic,4.5 oz
fresh peaches,fresh peaches,,1111018174.0,907.184,/p/kroger-fresh-peaches-in-2-lb-bag/0001111018174?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Produce, Produce",2 lb
extra sharp cheddar,extra sharp cheddar,,1111058739.0,453.592,/p/kroger-extra-sharp-cheddar-block-cheese/0001111058739?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Dairy,16 oz
green onion,green onion,,4068.0,100.0,/p/green-onions/0000000004068?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.19,Produce,1 ct
chicken wings,chicken wings,,7496096810.0,1474.174,/p/kroger-fresh-whole-chicken-wings/0007496096810?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.0,Meat & Seafood,3.25 lb
rice noodles,rice noodles,,7065080082.0,453.592,/p/a-taste-of-thai-rice-noodles/0007065080082?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,"Pasta, Sauces, Grain, International",16 oz
frozen strawberries,frozen strawberries,,7120217117.0,1360.776,/p/dole-frozen-sliced-strawberries/0007120217117?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,11.49,Frozen,48 oz
Rosé wine,Rosé wine,,8500002421.0,750.0,/p/dark-horse-rose-california-wine/0008500002421?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,12.99,"Adult Beverage, Adult Beverage, Adult Beverage, Adult Beverage, Adult Beverage, Adult Beverage",750 ml
fresh strawberries,fresh strawberries,,3338320030.0,907.184,/p/fresh-strawberries/0003338320030?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.89,"Produce, Produce",32 oz
strawberries,strawberries,,3338320027.0,453.592,/p/fresh-strawberries/0003338320027?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,"Produce, Produce",1 lb
white chocolate chips,white chocolate chips,,1111004606.0,325.95,/p/private-selection-white-chocolate-chips/0001111004606?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Baking Goods,11.5 oz
rice,rice,,1111084706.0,4535.92,/p/kroger-long-grain-rice/0001111084706?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.99,"Pasta, Sauces, Grain",10 lb
ground cinnamon,ground cinnamon,,1111000315.0,184.27175,/p/kroger-ground-cinnamon/0001111000315?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,6.5 oz
extra wide egg noodles,extra wide egg noodles,,1111085126.0,453.592,/p/kroger-extra-wide-egg-noodles/0001111085126?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,"Pasta, Sauces, Grain",16 oz
jalapeno,jalapeno,,4693.0,453.592,/p/fresh-jalapeno-peppers/0000000004693?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,"Produce, International",1 lb
unsweetened cocoa powder,unsweetened cocoa powder,,3400005200.0,226.796,/p/hershey-s-natural-unsweetened-cocoa-powder-can/0003400005200?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,Baking Goods,8 oz
flour tortillas,flour tortillas,,1111005265.0,496.12,/p/kroger-soft-taco-size-flour-tortillas/0001111005265?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,International,10 ct / 17.5 oz
shredded monterrey jack cheese,shredded monterrey jack cheese,,1111058086.0,907.184,/p/kroger-monterey-jack-shredded-cheese/0001111058086?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Dairy,32 oz
cooked chicken breast,cooked chicken breast,,1111013618.0,623.689,/p/kroger-fully-cooked-frozen-grilled-chicken-breast-strips/0001111013618?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Frozen,22 oz
pepper jack cheese,pepper jack cheese,,1111058601.0,907.184,/p/kroger-pepper-jack-block-cheese-big-deal-/0001111058601?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Dairy,32 oz
red onions,red onions,,1111062959.0,1360.776,/p/kroger-red-onions-in-3lb-bag/0001111062959?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Produce,3 lb
fresh pineapple,fresh pineapple,,4430.0,905.0,/p/fresh-ripe-whole-pineapple/0000000004430?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.79,Produce,1 ct
BBQ Sauce,BBQ Sauce,,1340935231.0,793.786,/p/sweet-baby-ray-s-bbq-sauce/0001340935231?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,"Condiment & Sauces, Meat & Seafood",28 oz
Monterey jack cheese,Monterey jack cheese,,1111058754.0,907.184,/p/kroger-monterey-jack-block-cheese-big-deal-/0001111058754?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Dairy,32 oz
pork ribs,pork ribs,,20347500000.0,453.592,/p/kroger-pork-spareribs/0020347500000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,"Meat & Seafood, Natural & Organic",1 lb
ground mustard,ground mustard,,1111001584.0,43.94,/p/kroger-ground-mustard/0001111001584?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Baking Goods,1.55 oz
firm tofu,firm tofu,,1111091341.0,396.893,/p/simple-truth-organic-firm-tofu/0001111091341?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,"Natural & Organic, Produce",14 oz
cabbage slaw mix,cabbage slaw mix,,1111091040.0,453.592,/p/kroger-coleslaw/0001111091040?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.29,Produce,16 oz
Buns,Buns,,1111011511.0,340.194,/p/kroger-white-hamburger-buns/0001111011511?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Bakery,8 ct / 12 oz
cabbage,cabbage,,4069.0,453.592,/p/green-cabbage/0000000004069?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Produce,1 lb
stewed tomatoes,stewed tomatoes,,1111081528.0,411.06775,/p/kroger-stewed-sliced-tomatoes-in-tomato-juice/0001111081528?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.0,Canned & Packaged,14.5 oz
mushrooms sliced,mushrooms sliced,,1111091489.0,453.592,/p/kroger-sliced-white-mushrooms/0001111091489?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Produce,16 oz
provolone slices,provolone slices,,1111050534.0,340.194,/p/kroger-smoke-flavored-provolone-sliced-cheese/0001111050534?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Dairy,16 slices / 12 oz
bouillon cubes,bouillon cubes,,1111083768.0,92.13587,/p/kroger-chicken-bouillon-cubes/0001111083768?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Canned & Packaged,3.25 oz
poblano peppers,poblano peppers,,4705.0,453.592,/p/fresh-poblano-peppers/0000000004705?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,"Produce, International",1 lb
cheese,cheese,,1111058732.0,453.592,/p/kroger-medium-cheddar-block-cheese/0001111058732?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Dairy,16 oz
non-stick spray,non-stick spray,,1111012242.0,322.94,/p/kroger-non-stick-vegetable-oil-cooking-spray-twin-pack/0001111012242?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,2 ct / 6 oz
frozen lima beans,frozen lima beans,,1111089732.0,340.194,/p/kroger-southern-style-frozen-lima-beans-baby/0001111089732?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,Frozen,12 oz
frozen sweet corn,frozen sweet corn,,1111084961.0,340.194,/p/kroger-traditional-favorites-frozen-corn-super-sweet/0001111084961?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.25,Frozen,12 oz
vegetable juice,vegetable juice,,1111082112.0,1892.48,/p/kroger-100-vegetable-juice/0001111082112?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.39,Beverages,64 fl oz
sweet onion,sweet onion,,4166.0,450.0,/p/sweet-jumbo-yellow-onions/0000000004166?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.29,Produce,1 ct
pasta shells,pasta shells,,1111085070.0,453.592,/p/kroger-salad-shells-pasta/0001111085070?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.33,"Pasta, Sauces, Grain",16 oz
sweet corn cobs,sweet corn cobs,,4590.0,102.0,/p/fresh-sweet-corn-on-the-cob-each/0000000004590?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.6,"Produce, Produce",1 ct
potato,potato,,4072.0,453.592,/p/russet-potato/0000000004072?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Produce,1 lb
shredded Italian blend cheese,shredded Italian blend cheese,,1111050205.0,226.796,/p/kroger-italian-style-blend-shredded-cheese/0001111050205?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Dairy,8 oz
eggplant,eggplant,,4081.0,548.0,/p/eggplant/0000000004081?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Produce,1 each
cannellini beans,cannellini beans,,1111012142.0,439.41725,/p/kroger-cannellini-beans/0001111012142?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Canned & Packaged,15.5 oz
sun dried tomatoes in oil,sun dried tomatoes in oil,,1111082350.0,198.4465,/p/private-selection-halved-sun-dried-seasoned-pure-olive-oil-tomatoes/0001111082350?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.49,Canned & Packaged,7 oz
fresh kale,fresh kale,,1111018170.0,453.592,/p/kale-bag/0001111018170?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Produce,16 oz
aquafaba,aquafaba,,,,,,,
oat bran,oat bran,,4119210399.0,467.77,/p/kellogg-s-cracklin-oat-bran-original-cereal/0004119210399?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.49,Breakfast,16.5 oz
slivered almonds,slivered almonds,,1111002468.0,340.194,/p/simple-truth-slivered-blanched-almonds/0001111002468?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Snacks,12 oz
cucumbers,cucumbers,,4062.0,301.0,/p/cucumber/0000000004062?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Produce,1 ct
short grain white rice,short grain white rice,,,,,,,
imitation crab,imitation crab,,1111061834.0,453.592,/p/kroger-flake-style-crab-select-imitation-crab-meat/0001111061834?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.79,Meat & Seafood,16 oz
nori snack,nori snack,,,,,,,
refried beans,refried beans,,1111086503.0,453.592,/p/kroger-traditional-refried-beans/0001111086503?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.19,"Canned & Packaged, International",16 oz
shredded pepper jack cheese,shredded pepper jack cheese,,1111012844.0,226.796,/p/private-selection-jalapeno-pepper-jack-thick-cut-shredded-cheese/0001111012844?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Dairy,8 oz
canned great northern beans,canned great northern beans,,1111012110.0,439.41725,/p/kroger-great-northern-beans/0001111012110?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Canned & Packaged,15.5 oz
marinara sauce,marinara sauce,,1111013416.0,680.388,/p/kroger-marinara-pasta-sauce/0001111013416?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Pasta, Sauces, Grain",24 oz
canned butter beans,canned butter beans,,7227313410.0,425.2425,/p/kuner-s-butter-beans/0007227313410?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,Canned & Packaged,15 oz
wild rice blend,wild rice blend,,7341600430.0,453.592,/p/lundberg-wild-blend-rice/0007341600430?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.49,"Pasta, Sauces, Grain",16 oz
elbow macaroni,elbow macaroni,,1111085021.0,453.592,/p/kroger-elbow-macaroni/0001111085021?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.33,"Pasta, Sauces, Grain",16 oz
curly kale,curly kale,,1111018170.0,453.592,/p/kale-bag/0001111018170?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Produce,16 oz
frozen peas,frozen peas,,1111012835.0,1700.97,/p/kroger-frozen-green-peas/0001111012835?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Frozen,60 oz
yuca,yuca,,4819.0,453.592,/p/yuca-root/0000000004819?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Produce,1 lb
kosher salt,kosher salt,,1111082526.0,1360.776,/p/kroger-coarse-kosher-salt/0001111082526?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Baking Goods,48 oz
distilled white vinegar,distilled white vinegar,,1111003113.0,3823.26,/p/kroger-distilled-white-vinegar/0001111003113?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Baking Goods,1 gal
adobo seasoning,adobo seasoning,,4133103828.0,226.796,/p/goya-adobo-all-purpose-seasoning/0004133103828?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,"International, Baking Goods, International",8 oz
sliced spanish olives,sliced spanish olives,,70581472425.0,163.01,/p/early-california-pimiento-sliced-green-olives/0070581472425?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.39,Canned & Packaged,5.75 oz
olive brine,olive brine,,1111082534.0,198.4465,/p/kroger-kalamata-pieces-olives-in-brine/0001111082534?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.59,Canned & Packaged,7 oz
sun dried tomato sauce,sun dried tomato sauce,,4112907769.0,425.2425,/p/classico-sun-dried-tomato-alfredo-spaghetti-pasta-sauce/0004112907769?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.59,"Pasta, Sauces, Grain",15 oz
frozen cheese ravioli,frozen cheese ravioli,,1111012447.0,1360.776,/p/kroger-cheese-ravioli/0001111012447?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,Frozen,48 oz
bacon strips,bacon strips,,85672600787.0,99.22332,/p/maestri-ditalia-pancetta-dry-cured-italian-bacon-strips/0085672600787?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,Meat & Seafood,3.5 oz
rice vermicelli,rice vermicelli,,7065080084.0,249.4756,/p/a-taste-of-thai-vermicelli-rice-noodles/0007065080084?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,"Pasta, Sauces, Grain, International",8.8 oz
